user_id,matched_user_id,action,timestamp
U051,U062,0,2025-03-01
U051,U017,0,2025-02-20
U051,U049,1,2025-02-21
U051,U025,1,2025-02-17
U051,U084,0,2025-02-05
U051,U063,0,2025-01-18
U052,U011,0,2025-02-27
U052,U014,0,2025-01-12
U052,U010,1,2025-01-11
U052,U058,1,2025-01-21
U052,U080,0,2025-02-05
U052,U057,0,2025-02-26
U052,U033,1,2025-02-06
U053,U035,1,2025-01-31
U053,U066,0,2025-01-08
U053,U077,0,2025-02-23
U053,U049,1,2025-01-20
U053,U051,0,2025-01-15
U054,U086,0,2025-01-23
U054,U074,1,2025-01-17
U054,U048,1,2025-02-15
U054,U019,0,2025-01-01
U054,U027,0,2025-01-23
U054,U023,0,2025-02-17
U055,U075,0,2025-01-28
U055,U013,0,2025-02-13
U055,U033,0,2025-01-22
U055,U076,0,2025-01-15
U055,U070,1,2025-02-10
U055,U058,0,2025-01-19
U056,U047,1,2025-02-13
U056,U024,0,2025-01-27
U056,U058,1,2025-01-08
U056,U051,0,2025-01-13
U056,U010,0,2025-01-17
U056,U032,1,2025-02-05
U057,U064,1,2025-01-30
U057,U019,1,2025-01-13
U057,U062,1,2025-02-14
U057,U013,1,2025-02-05
U057,U015,0,2025-01-18
U057,U001,1,2025-02-10
U058,U082,0,2025-01-04
U058,U073,0,2025-01-16
U058,U024,0,2025-02-27
U058,U056,0,2025-01-29
U058,U012,0,2025-02-21
U059,U042,0,2025-01-29
U059,U055,0,2025-01-27
U059,U053,1,2025-03-02
U059,U039,1,2025-02-04
U059,U057,1,2025-01-04
U059,U040,1,2025-02-25
U059,U022,0,2025-02-11
U060,U058,0,2025-02-07
U060,U077,1,2025-02-11
U060,U089,0,2025-01-19
U060,U062,1,2025-01-10
U060,U038,0,2025-03-01
U060,U006,0,2025-02-19
U061,U073,0,2025-02-28
U061,U063,0,2025-01-08
U061,U068,1,2025-02-21
U061,U002,1,2025-03-01
U061,U046,0,2025-01-26
U061,U066,1,2025-01-21
U061,U037,1,2025-01-17
U062,U085,0,2025-02-15
U062,U003,1,2025-02-11
U062,U028,0,2025-01-19
U062,U025,0,2025-02-20
U062,U042,0,2025-02-12
U062,U088,0,2025-02-13
U062,U069,0,2025-01-09
U062,U026,0,2025-02-03
U063,U051,0,2025-01-24
U063,U028,1,2025-02-11
U063,U049,0,2025-02-18
U063,U014,1,2025-01-21
U063,U016,0,2025-01-26
U063,U050,1,2025-02-13
U063,U053,0,2025-02-26
U064,U045,1,2025-01-16
U064,U076,1,2025-02-05
U064,U069,0,2025-02-09
U064,U012,0,2025-02-19
U064,U082,0,2025-02-25
U064,U059,1,2025-01-31
U065,U060,0,2025-01-03
U065,U024,1,2025-01-11
U065,U073,1,2025-02-07
U065,U022,0,2025-01-23
U065,U059,1,2025-02-24
U065,U061,0,2025-01-06
U065,U012,0,2025-02-12
U066,U033,0,2025-02-01
U066,U061,0,2025-02-06
U066,U048,0,2025-02-24
U066,U003,1,2025-02-22
U066,U065,1,2025-01-25
U066,U084,0,2025-01-20
U066,U053,0,2025-01-04
U066,U047,0,2025-02-03
U067,U079,0,2025-02-26
U067,U057,1,2025-01-11
U067,U014,0,2025-01-03
U067,U061,0,2025-02-11
U067,U080,1,2025-01-30
U067,U059,0,2025-02-20
U067,U029,1,2025-02-26
U067,U023,0,2025-01-24
U068,U007,0,2025-03-02
U068,U065,0,2025-01-12
U068,U036,0,2025-03-02
U068,U047,0,2025-01-14
U068,U082,0,2025-02-05
U068,U054,0,2025-01-30
U068,U089,0,2025-01-17
U069,U007,1,2025-02-04
U069,U024,0,2025-01-24
U069,U014,0,2025-01-04
U069,U022,0,2025-01-07
U069,U020,0,2025-02-10
U069,U003,0,2025-01-06
U070,U024,1,2025-02-21
U070,U051,0,2025-02-18
U070,U038,0,2025-01-27
U070,U008,0,2025-02-15
U070,U057,1,2025-01-01
U070,U005,1,2025-02-12
U070,U066,0,2025-02-13
U070,U048,0,2025-02-19
U071,U048,0,2025-02-09
U071,U014,1,2025-01-27
U071,U075,0,2025-02-20
U071,U022,0,2025-02-07
U071,U086,0,2025-01-06
U071,U002,0,2025-02-22
U071,U084,0,2025-02-11
U072,U078,0,2025-02-04
U072,U003,0,2025-01-07
U072,U079,1,2025-02-19
U072,U070,0,2025-01-11
U072,U077,0,2025-01-30
U072,U013,1,2025-01-08
U073,U037,1,2025-02-10
U073,U055,1,2025-01-12
U073,U038,0,2025-02-24
U073,U056,1,2025-01-14
U073,U001,1,2025-01-23
U073,U035,1,2025-02-26
U073,U057,0,2025-03-01
U074,U052,0,2025-01-16
U074,U022,0,2025-02-16
U074,U055,0,2025-02-04
U074,U016,0,2025-01-29
U074,U069,1,2025-02-15
U075,U087,0,2025-01-25
U075,U034,0,2025-02-07
U075,U016,0,2025-02-16
U075,U084,0,2025-02-26
U075,U052,0,2025-01-15
U075,U010,1,2025-01-08
U075,U001,1,2025-02-14
U076,U043,0,2025-01-25
U076,U081,1,2025-02-07
U076,U068,0,2025-01-25
U076,U038,0,2025-01-07
U076,U054,0,2025-01-13
U076,U071,0,2025-01-06
U076,U012,1,2025-02-02
U076,U088,0,2025-02-22
U077,U072,1,2025-01-28
U077,U040,1,2025-01-22
U077,U030,0,2025-02-16
U077,U053,0,2025-02-28
U077,U039,1,2025-02-01
U077,U025,1,2025-02-15
U077,U073,0,2025-02-06
U077,U026,0,2025-02-19
U078,U020,0,2025-02-27
U078,U025,0,2025-02-12
U078,U017,0,2025-02-18
U078,U008,0,2025-02-24
U078,U039,1,2025-01-11
U078,U032,0,2025-02-04
U078,U040,0,2025-01-28
U078,U002,0,2025-01-14
U079,U087,0,2025-01-10
U079,U036,0,2025-01-02
U079,U010,0,2025-02-13
U079,U047,1,2025-01-03
U079,U081,1,2025-01-19
U079,U055,1,2025-01-23
U079,U077,1,2025-02-07
U080,U050,1,2025-02-28
U080,U054,1,2025-01-31
U080,U005,0,2025-02-25
U080,U035,1,2025-02-09
U080,U075,0,2025-01-26
U080,U081,1,2025-02-27
U080,U070,1,2025-02-09
U080,U011,0,2025-01-31
U081,U007,1,2025-02-01
U081,U013,0,2025-01-13
U081,U018,1,2025-01-13
U081,U080,0,2025-02-27
U081,U012,1,2025-01-15
U081,U083,0,2025-01-08
U082,U041,1,2025-02-27
U082,U032,1,2025-02-28
U082,U058,0,2025-01-03
U082,U073,0,2025-02-22
U082,U079,0,2025-01-08
U082,U021,1,2025-02-23
U082,U059,0,2025-01-09
U083,U073,1,2025-01-17
U083,U004,0,2025-02-16
U083,U081,0,2025-02-06
U083,U020,1,2025-02-20
U083,U001,0,2025-01-30
U083,U042,0,2025-01-14
U083,U024,1,2025-01-06
U083,U025,1,2025-01-06
U084,U016,0,2025-02-16
U084,U065,0,2025-01-28
U084,U083,0,2025-01-16
U084,U012,0,2025-01-24
U084,U026,0,2025-01-21
U085,U015,1,2025-01-30
U085,U070,1,2025-01-20
U085,U048,0,2025-03-02
U085,U072,0,2025-01-17
U085,U052,1,2025-01-17
U085,U011,1,2025-02-26
U086,U058,0,2025-01-31
U086,U005,0,2025-02-28
U086,U064,0,2025-02-23
U086,U071,1,2025-02-17
U086,U049,1,2025-01-01
U086,U037,0,2025-01-10
U086,U016,1,2025-01-04
U087,U025,0,2025-03-02
U087,U058,0,2025-01-19
U087,U077,1,2025-03-01
U087,U053,0,2025-01-29
U087,U085,0,2025-02-21
U087,U059,1,2025-02-15
U087,U067,0,2025-01-30
U088,U019,0,2025-01-06
U088,U027,1,2025-03-01
U088,U054,0,2025-02-16
U088,U058,0,2025-01-17
U088,U041,0,2025-01-12
U088,U028,0,2025-01-26
U088,U078,1,2025-01-12
U089,U036,0,2025-01-27
U089,U067,0,2025-02-25
U089,U072,0,2025-01-28
U089,U005,0,2025-01-10
U089,U084,1,2025-01-21
U089,U030,0,2025-01-12
U089,U056,0,2025-01-17
